$GPGGA,075011.00,4825.1421,N,00428.4054,W,1,08,2.5,90.8,M,0.0,M,,*74
$GPGGA,075012.00,4825.1421,N,00428.4054,W,1,08,2.5,90.8,M,0.0,M,,*77
$GPGGA,075013.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*79
$GPGGA,075014.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7E
$GPGGA,075015.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7F
$GPGGA,075016.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7C
$GPGGA,075017.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7D
$GPGGA,075018.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*72
$GPGGA,075019.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*73
$GPGGA,075020.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*79
$GPGGA,075021.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*78
$GPGGA,075022.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7B
$GPGGA,075023.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7A
$GPGGA,075024.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7D
$GPGGA,075025.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7C
$GPGGA,075026.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7F
$GPGGA,075027.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7E
$GPGGA,075028.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*71
$GPGGA,075029.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*70
$GPGGA,075030.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*78
$GPGGA,075031.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*79
$GPGGA,075032.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7A
$GPGGA,075033.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7B
$GPGGA,075034.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7C
$GPGGA,075035.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7D
$GPGGA,075036.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7E
$GPGGA,075037.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7F
$GPGGA,075038.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*70
$GPGGA,075039.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*71
$GPGGA,075040.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7F
$GPGGA,075041.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7E
$GPGGA,075042.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7D
$GPGGA,075043.00,4825.1421,N,00428.4055,W,1,08,2.5,90.6,M,0.0,M,,*7C
